,userid,bookid,rating
5708,94,17420,2
5709,134,31335,3
5710,133,3067,4
5711,153,25888,10
5712,51,10721,7
5713,31,14379,2
5714,26,30436,4
5715,206,2749,1
5716,29,5979,5
5717,15,4724,1
5718,116,2314,9
5719,32,1368,6
5720,131,25035,6
5721,212,1108,8
5722,109,7205,10
5723,209,31876,3
5724,95,26887,7
5725,107,5367,8
5726,17,14396,5
5727,12,11646,7
5728,92,13029,3
5729,13,4719,5
5730,87,18139,5
5731,45,19074,2
5732,77,9627,5
5733,139,20422,5
5734,250,14218,4
5735,232,19771,5
5736,68,1985,9
5737,181,2131,7
5738,202,962,5
5739,110,19292,7
5740,49,30833,7
5741,167,2928,10
5742,95,19156,5
5743,112,10054,1
5744,120,29472,6
5745,125,16040,4
5746,4,11891,9
5747,58,16863,8
5748,250,5580,7
5749,22,26930,7
5750,115,27737,7
5751,148,1247,8
5752,106,27683,2
5753,203,31911,8
5754,73,27460,1
5755,118,15722,4
5756,165,19413,1
5757,188,21823,4
5758,134,17769,5
5759,79,20924,5
5760,193,22278,9
5761,24,32094,1
5762,34,5028,1
5763,167,21668,3
5764,113,19322,3
5765,141,22648,5
5766,218,31090,8
5767,128,29321,8
5768,151,10600,7
5769,113,6497,2
5770,157,29920,10
5771,74,2040,4
5772,38,28102,10
5773,20,16444,6
5774,9,20312,8
5775,47,4118,3
5776,177,8410,3
5777,175,28819,5
5778,53,13132,5
5779,29,523,9
5780,119,2044,9
5781,204,8591,4
5782,161,28806,7
5783,250,3040,2
5784,169,17404,6
5785,12,24130,3
5786,248,5049,4
5787,99,28890,1
5788,2,3067,5
5789,19,26181,2
5790,91,22361,10
5791,116,27512,4
5792,150,14727,2
5793,90,29888,8
5794,184,26775,10
5795,27,28367,2
5796,248,13012,5
5797,150,28354,8
5798,90,30502,8
5799,92,14257,5
5800,112,1247,10
5801,108,13979,5
5802,8,27339,10
5803,231,15994,8
5804,36,12523,3
5805,119,9355,6
5806,49,14396,10
5807,8,30833,8
5808,18,19443,6
5809,93,24746,7
5810,57,6719,6
5811,172,31354,4
5812,147,27109,6
5813,84,17568,7
5814,11,24957,10
5815,225,11891,7
5816,241,2947,5
5817,6,4404,2
5818,133,27415,5
5819,50,13192,6
5820,191,26141,8
5821,66,24026,7
5822,190,25266,9
5823,99,25870,8
5824,115,9836,3
5825,142,7715,4
5826,37,15059,9
5827,109,12163,6
5828,191,11518,7
5829,106,27744,8
5830,56,20492,6
5831,209,7187,4
5832,77,10502,2
5833,151,3474,6
5834,217,21676,8
5835,63,12876,8
5836,198,28600,9
5837,130,32436,9
5838,159,9874,5
5839,200,31940,8
5840,69,3311,9
5841,232,14859,1
5842,39,20492,3
5843,189,20447,4
5844,170,32264,10
5845,204,16863,8
5846,71,26938,8
5847,88,2800,9
5848,76,827,3
5849,10,1965,2
5850,209,14951,9
5851,153,32143,4
5852,9,29647,9
5853,182,22260,4
5854,10,21762,3
5855,101,28385,10
5856,203,5746,9
5857,95,28877,7
5858,82,16663,1
5859,150,9559,7
5860,239,25009,3
5861,57,31238,10
5862,69,4290,4
5863,89,10153,9
5864,13,22735,4
5865,11,28877,5
5866,104,31324,5
5867,64,2666,5
5868,114,27415,4
5869,60,3238,1
5870,209,27512,4
5871,35,13979,7
5872,105,3350,8
5873,112,3866,10
5874,32,9174,5
5875,133,32511,4
5876,173,3974,4
5877,142,28864,10
5878,190,18667,7
5879,33,13200,9
5880,102,18971,8
5881,75,414,4
5882,197,7901,1
5883,40,19236,1
5884,140,10874,8
5885,180,5510,8
5886,166,7010,6
5887,65,24026,6
5888,120,14379,2
5889,100,9038,3
5890,139,24116,6
5891,138,3801,2
5892,154,14562,5
5893,86,20225,7
5894,208,28462,5
5895,116,12477,2
5896,214,8102,4
5897,211,14649,5
5898,97,12950,9
5899,136,32073,5
5900,115,480,3
5901,206,14727,6
5902,250,19403,2
5903,145,26392,8
5904,12,3895,10
5905,134,11014,7
5906,41,9313,10
5907,184,13423,7
5908,193,18652,4
5909,122,31299,10
5910,123,24841,7
5911,81,27730,7
5912,180,1657,6
5913,225,18686,7
5914,65,1001,5
5915,227,20167,10
5916,191,27339,5
5917,85,13354,9
5918,143,1152,7
5919,151,6528,9
5920,247,11651,4
5921,5,12533,10
5922,77,26863,2
5923,71,10911,1
5924,139,22277,5
5925,84,1928,3
5926,108,5897,6
5927,74,3694,8
5928,97,25584,4
5929,72,1380,5
5930,250,8365,5
5931,28,24746,7
5932,51,4628,6
5933,119,4621,10
5934,38,29236,6
5935,227,3446,4
5936,222,20739,9
5937,226,351,8
5938,47,11761,6
5939,71,8757,3
5940,134,21586,5
5941,123,18574,7
5942,49,30703,9
5943,205,15530,9
5944,27,6719,4
5945,6,25219,6
5946,175,21123,3
5947,165,12155,2
5948,88,24773,9
5949,156,4905,8
5950,62,18820,9
5951,41,25870,10
5952,35,5741,6
5953,145,28168,1
5954,145,4594,8
5955,249,26436,2
5956,209,6896,6
5957,210,9333,1
5958,71,245,7
5959,130,22696,1
5960,23,21902,3
5961,99,24065,9
5962,176,14754,4
5963,135,1770,3
5964,66,19530,7
5965,121,3770,2
5966,76,1247,10
5967,96,6844,6
5968,30,25092,10
5969,194,13620,1
5970,161,19848,1
5971,2,14742,3
5972,195,5024,9
5973,237,26431,1
5974,77,16152,9
5975,68,12163,7
5976,67,32149,8
5977,27,3238,2
5978,7,19701,8
5979,7,26930,8
5980,180,22026,3
5981,183,20803,1
5982,108,32193,2
5983,211,30047,7
5984,158,20670,4
5985,214,6800,7
5986,184,31218,7
5987,127,29724,2
5988,178,5618,2
5989,177,17914,4
5990,190,12224,1
5991,22,17724,5
5992,70,26455,4
5993,232,4647,5
5994,20,350,10
5995,52,27743,8
5996,23,27512,7
5997,122,10026,4
5998,164,3801,5
5999,52,2928,3
6000,97,9837,7
6001,37,9004,1
6002,32,11891,1
6003,172,30749,7
6004,46,1647,9
6005,84,25138,10
6006,12,28877,1
6007,208,25497,9
6008,172,11875,10
6009,183,7183,4
6010,213,25446,6
6011,225,25270,7
6012,227,30124,6
6013,108,1399,6
6014,150,373,7
6015,33,13057,10
6016,217,25159,10
6017,124,27446,10
6018,150,18875,4
6019,247,31443,1
6020,180,13132,8
6021,175,2501,1
6022,152,11133,5
6023,10,28788,7
6024,30,7735,5
6025,238,18719,9
6026,155,19555,4
6027,206,15605,8
6028,92,30504,8
6029,193,3808,4
6030,48,20545,2
6031,84,19397,2
6032,25,28574,9
6033,166,29762,4
6034,247,3975,2
6035,2,1121,6
6036,189,24492,3
6037,250,7413,3
6038,76,30013,5
6039,65,29888,5
6040,16,3166,5
6041,33,29647,1
6042,196,24621,7
6043,244,7733,4
6044,181,326,6
6045,235,5984,2
6046,216,24805,10
6047,225,29793,9
6048,153,24340,8
6049,128,2484,7
6050,239,5408,2
6051,225,8811,6
6052,197,27049,8
6053,6,30817,5
6054,206,15832,10
6055,198,10050,7
6056,137,2723,7
6057,68,30837,8
6058,114,329,1
6059,134,10050,4
6060,172,5741,3
6061,39,777,5
6062,158,13404,6
6063,170,13645,2
6064,107,18529,8
6065,214,12512,2
6066,28,30925,2
6067,222,3107,5
6068,236,7462,2
6069,74,1954,1
6070,36,31215,3
6071,106,32326,2
6072,200,26309,9
6073,105,11124,3
6074,81,19778,2
6075,44,13039,5
6076,102,24683,3
6077,147,1813,10
6078,129,15796,2
6079,197,8811,2
6080,41,31324,6
6081,196,5510,4
6082,51,30151,1
6083,215,20670,3
6084,154,6528,5
6085,110,3263,3
6086,139,32372,3
6087,152,31238,5
6088,40,6418,10
6089,233,15993,9
6090,99,2666,5
6091,66,16813,1
6092,38,10589,5
6093,170,29527,7
6094,117,4849,5
6095,228,31571,1
6096,194,28763,7
6097,214,12414,5
6098,164,18628,9
6099,67,27109,7
6100,81,10140,3
6101,25,23216,3
6102,137,21106,9
6103,175,12222,6
6104,80,25504,10
6105,244,8290,5
6106,164,6618,3
6107,98,13327,7
6108,206,30552,5
6109,93,24652,8
6110,138,9386,1
6111,81,2666,3
6112,36,20541,2
6113,87,30294,3
6114,186,910,3
6115,167,25026,7
6116,81,17087,5
6117,122,10836,7
6118,155,8545,7
6119,59,2666,7
6120,205,6642,10
6121,156,31335,10
6122,85,26930,7
6123,114,5642,6
6124,125,12922,3
6125,155,7239,10
6126,157,32094,10
6127,72,4167,5
6128,243,2004,4
6129,241,27807,1
6130,130,31876,7
6131,196,17903,3
6132,34,16989,9
6133,134,7967,5
6134,249,1954,5
6135,46,10322,1
6136,105,31985,10
6137,67,25851,4
6138,197,11027,1
6139,132,16633,9
6140,7,17312,4
6141,7,17465,6
6142,17,19501,5
6143,19,20798,6
6144,235,19729,2
6145,195,2438,3
6146,172,4292,1
6147,62,16733,9
6148,214,26079,6
6149,23,2017,7
6150,215,11825,3
6151,99,4404,4
6152,79,19084,7
6153,44,31341,7
6154,215,24828,1
6155,125,31571,6
6156,13,29812,4
6157,249,30138,5
6158,77,24065,8
6159,93,2095,4
6160,169,17379,1
6161,97,5306,2
6162,220,13200,2
6163,151,26100,9
6164,51,27339,2
6165,41,27932,6
6166,173,16749,7
6167,139,10547,7
6168,108,1615,10
6169,3,25888,4
6170,100,10026,4
6171,5,1841,4
6172,28,26176,6
6173,62,11133,7
6174,143,28447,10
6175,151,26638,7
6176,213,5408,6
6177,186,2314,10
6178,186,14905,3
6179,126,29321,6
6180,167,14889,8
6181,1,24729,1
6182,152,11126,3
6183,138,22771,3
6184,219,1070,4
6185,165,21028,7
6186,91,16817,9
6187,12,12704,3
6188,12,1985,1
6189,133,11262,9
6190,198,16419,4
6191,231,23617,3
6192,141,19606,3
6193,160,9828,4
6194,232,15530,9
6195,186,7067,4
6196,138,22084,9
6197,104,6092,6
6198,165,16587,1
6199,84,29647,9
6200,191,4628,8
6201,167,26692,3
6202,48,18273,2
6203,136,4506,1
6204,144,11072,2
6205,84,32436,3
6206,196,11525,1
6207,53,3439,2
6208,29,5662,4
6209,67,30925,4
6210,120,2732,10
6211,166,4539,5
6212,15,11976,6
6213,18,5897,8
6214,225,15310,4
6215,213,30185,7
6216,98,13835,4
6217,137,12190,1
6218,212,7719,4
6219,189,22622,10
6220,94,31258,6
6221,132,25093,1
6222,218,29888,4
6223,50,24095,3
6224,244,2476,8
6225,92,28151,9
6226,98,27161,5
6227,46,23453,8
6228,127,23420,3
6229,215,150,2
6230,116,4098,9
6231,101,31505,8
6232,241,7901,3
6233,192,25497,8
6234,147,17678,1
6235,176,22667,5
6236,188,28839,9
6237,66,13972,3
6238,195,30419,6
6239,176,26012,2
6240,25,15375,6
6241,186,15722,8
6242,74,28387,10
6243,236,3754,10
6244,84,26450,1
6245,51,9952,9
6246,218,30761,10
6247,49,5580,4
6248,29,23350,9
6249,114,18690,5
6250,200,25819,2
6251,209,17516,7
6252,203,8542,3
6253,218,2028,10
6254,235,13039,9
6255,9,20095,8
6256,200,23687,8
6257,103,3801,10
6258,111,23596,4
6259,150,11160,2
6260,97,16021,3
6261,65,20204,10
6262,192,30502,2
6263,109,19019,1
6264,47,10158,6
6265,189,30185,9
6266,184,18172,8
6267,128,3336,5
6268,182,2887,3
6269,243,31443,7
6270,5,25870,9
6271,116,15059,6
6272,79,11891,4
6273,11,27068,5
6274,16,17778,1
6275,221,9185,10
6276,60,18512,8
6277,75,25870,10
6278,215,4222,5
6279,29,19380,3
6280,69,6486,7
6281,87,17140,6
6282,18,23485,6
6283,113,1983,5
6284,88,8909,6
6285,116,13972,10
6286,181,5148,1
6287,38,31571,8
6288,163,981,2
6289,99,2753,1
6290,67,15291,8
6291,196,31704,4
6292,207,14649,8
6293,130,14274,8
6294,132,4167,5
6295,146,9976,4
6296,222,28428,3
6297,30,5789,9
6298,19,23350,1
6299,85,6329,6
6300,2,19501,4
6301,202,16223,4
6302,180,13972,6
6303,77,9673,9
6304,140,25497,9
6305,81,3087,9
6306,149,8586,2
6307,189,7800,2
6308,179,6197,1
6309,53,22132,2
6310,18,23692,4
6311,158,30721,9
6312,157,6364,1
6313,54,22086,8
6314,12,19047,7
6315,90,5780,1
6316,226,796,4
6317,188,28252,4
6318,61,28462,1
6319,224,20492,10
6320,15,21200,6
6321,41,15059,1
6322,6,16214,10
6323,207,5753,9
6324,44,6359,8
6325,37,8668,5
6326,207,21690,1
6327,31,6104,4
6328,84,11518,8
6329,243,20541,3
6330,39,26858,1
6331,245,25266,5
6332,32,3218,6
6333,36,13930,1
6334,50,26445,7
6335,65,28462,4
6336,101,8482,9
6337,74,11124,8
6338,97,10725,3
6339,18,1054,9
6340,113,538,8
6341,105,11190,6
6342,231,7467,4
6343,172,32001,1
6344,191,24403,2
6345,14,26804,5
6346,228,28018,10
6347,194,8718,10
6348,232,15530,1
6349,123,1413,6
6350,34,14776,10
6351,185,23164,1
6352,235,25920,7
6353,80,962,5
6354,108,6179,7
6355,230,475,7
6356,53,7242,6
6357,185,20721,10
6358,198,4904,4
6359,27,13930,3
6360,208,18828,10
6361,161,13491,4
6362,90,18828,6
6363,152,17939,8
6364,119,26938,6
6365,184,27103,10
6366,215,10891,2
6367,58,32536,10
6368,14,24189,2
6369,53,1813,8
6370,72,24732,2
6371,11,3464,6
6372,220,2800,7
6373,229,22603,9
6374,136,4056,2
6375,183,3305,5
6376,107,24729,5
6377,129,18954,8
6378,76,4647,2
6379,121,10454,9
6380,27,22683,1
6381,141,22930,2
6382,221,31001,10
6383,243,25184,8
6384,50,28372,7
6385,12,1352,9
6386,118,19851,3
6387,54,7891,7
6388,115,8681,1
6389,225,15622,5
6390,86,24104,2
6391,112,4905,3
6392,22,13620,4
6393,98,817,6
6394,66,25988,2
6395,219,12088,4
6396,25,24957,4
6397,36,14884,10
6398,213,19975,9
6399,57,32247,3
6400,82,14357,8
6401,39,24658,9
6402,43,4441,2
6403,112,9638,3
6404,3,28907,9
6405,116,13631,7
6406,143,30500,3
6407,142,18686,8
6408,21,10599,1
6409,9,9630,6
6410,30,13408,5
6411,118,26471,8
6412,247,16279,7
6413,22,18875,7
6414,196,11976,1
6415,87,18667,2
6416,246,910,9
6417,86,13057,4
6418,119,31794,6
6419,125,2732,1
6420,65,3471,1
6421,85,25126,1
6422,23,31468,4
6423,93,1305,5
6424,77,10533,1
6425,78,25071,9
6426,40,19301,1
6427,199,475,5
6428,179,7035,3
6429,233,2649,8
6430,230,23270,6
6431,94,1790,2
6432,44,11308,9
6433,245,17652,6
6434,152,5618,6
6435,223,19729,6
6436,68,30894,9
6437,32,13631,4
6438,206,26450,1
6439,75,24492,9
6440,104,9836,4
6441,237,6256,9
6442,39,523,3
6443,10,16687,3
6444,144,13969,2
6445,166,31794,10
6446,133,31224,1
6447,14,12137,8
6448,103,8509,3
6449,21,19343,10
6450,34,8815,8
6451,109,24746,6
6452,26,23641,10
6453,60,7413,2
6454,209,30228,1
6455,163,21357,2
6456,82,655,10
6457,248,26181,5
6458,38,30882,7
6459,12,19825,2
6460,183,27932,8
6461,91,4505,7
6462,241,16813,3
6463,167,10444,4
6464,117,27025,2
6465,15,2596,9
6466,52,14742,7
6467,15,15285,2
6468,38,11404,4
6469,34,9874,1
6470,215,6294,6
6471,63,10782,1
6472,112,21898,6
6473,230,13157,5
6474,108,8025,1
6475,72,18078,3
6476,224,17239,6
6477,82,25819,2
6478,227,9577,1
6479,136,23236,5
6480,20,22771,3
6481,194,3314,9
6482,71,12224,3
6483,12,32287,2
6484,99,29395,3
6485,218,26369,1
6486,214,29,7
6487,121,4905,7
6488,109,2379,4
6489,129,27025,3
6490,216,7985,7
6491,88,24202,8
6492,229,27901,4
6493,156,19975,7
6494,122,13057,6
6495,210,31776,5
6496,200,14951,7
6497,63,19922,7
6498,142,14218,9
6499,134,13620,4
6500,94,13206,2
6501,182,24621,4
6502,93,26339,10
6503,223,29144,4
6504,25,4738,10
6505,46,20770,7
6506,39,4141,8
6507,179,21584,4
6508,205,962,3
6509,212,30502,1
6510,98,28961,2
6511,31,28447,10
6512,10,10535,1
6513,228,25920,4
6514,16,23528,1
6515,227,4527,4
6516,222,7808,9
6517,204,17066,7
6518,114,28385,10
6519,177,16863,5
6520,182,2578,7
6521,66,31090,7
6522,182,19387,3
6523,227,28278,5
6524,234,2561,7
6525,220,26347,6
6526,76,22361,7
6527,236,25332,8
6528,176,25270,2
6529,70,29027,9
6530,43,22389,2
6531,70,14113,1
6532,243,23687,8
6533,4,20545,4
6534,77,12079,1
6535,164,15231,2
6536,158,25694,10
6537,112,8850,2
6538,46,7205,5
6539,16,25873,2
6540,185,26141,10
6541,249,20245,4
6542,133,25064,1
6543,173,23724,7
6544,24,30420,5
6545,135,16640,1
6546,125,17652,7
6547,191,5580,5
6548,93,13408,10
6549,41,485,1
6550,142,32522,1
6551,1,2246,3
6552,165,23687,7
6553,96,3974,10
6554,180,17112,4
6555,181,14709,6
6556,28,3059,5
6557,93,12563,4
6558,233,9070,7
6559,230,4598,10
6560,101,3556,4
6561,199,11860,8
6562,180,11857,8
6563,153,19264,2
6564,64,28367,10
6565,210,12578,9
6566,35,2824,6
6567,219,31452,3
6568,182,30170,5
6569,115,22005,6
6570,169,29762,6
6571,143,9355,4
6572,192,24805,4
6573,107,20615,1
6574,13,32461,8
6575,181,21720,9
6576,37,12922,8
6577,123,31612,4
6578,83,6645,5
6579,102,17140,2
6580,1,11946,2
6581,36,17778,9
6582,128,22771,3
6583,137,14134,9
6584,120,485,8
6585,106,18172,10
6586,142,15097,10
6587,152,1622,5
6588,5,18779,2
6589,82,2730,5
6590,156,24638,2
6591,85,10565,7
6592,215,32511,2
6593,74,5901,7
6594,186,6753,7
6595,86,14544,4
6596,242,17253,10
6597,151,27161,2
6598,227,3974,6
6599,42,5212,8
6600,205,150,3
6601,218,25757,5
6602,58,7985,6
6603,139,6618,5
6604,193,32146,1
6605,232,10,5
6606,182,25138,1
6607,134,2575,5
6608,130,14562,5
6609,93,26259,8
6610,216,13970,1
6611,53,11056,8
6612,121,32281,1
6613,169,30761,2
6614,233,15231,7
6615,34,21357,4
6616,106,14504,4
6617,106,7035,6
6618,250,469,10
6619,59,20081,1
6620,80,15765,9
6621,216,5510,3
6622,127,2075,9
6623,202,13530,1
6624,200,17197,3
6625,11,28655,6
6626,236,20988,5
6627,71,30513,10
6628,198,3238,2
6629,190,6832,8
6630,86,13969,2
6631,150,16587,2
6632,246,5055,6
6633,9,12832,8
6634,67,10697,8
6635,160,21214,5
6636,50,26692,4
6637,250,18875,10
6638,219,17568,7
6639,162,6232,2
6640,211,13930,9
6641,3,32143,8
6642,225,5662,6
6643,118,5643,7
6644,30,7901,4
6645,152,31563,4
6646,162,16319,6
6647,64,2156,1
6648,210,30583,1
6649,195,24746,6
6650,96,20871,8
6651,12,20225,8
6652,97,22603,4
6653,85,13739,6
6654,82,32474,3
6655,108,9132,10
6656,63,9070,8
6657,28,4122,8
6658,22,23864,9
6659,51,14358,7
6660,5,7888,6
6661,67,22696,4
6662,35,9284,8
6663,205,5431,7
6664,32,11965,5
6665,12,17678,8
6666,85,9148,2
6667,48,25873,3
6668,153,16588,4
6669,165,28525,5
6670,197,18675,2
6671,176,23911,7
6672,200,26436,5
6673,112,9038,3
6674,206,28437,5
6675,241,15414,2
6676,214,26211,7
6677,129,29236,1
6678,9,17379,7
6679,124,10599,5
6680,179,19236,7
6681,64,221,9
6682,168,19825,8
6683,161,19555,2
6684,203,30185,10
6685,215,4932,9
6686,228,31776,6
6687,71,8850,9
6688,235,6688,2
6689,90,24828,3
6690,222,29040,4
6691,146,9105,5
6692,114,8984,3
6693,111,480,10
6694,153,19751,10
6695,169,3336,3
6696,58,17311,10
6697,159,31631,8
6698,166,2824,1
6699,112,26804,3
6700,182,11126,10
6701,128,19074,6
6702,211,25022,1
6703,117,1693,7
6704,136,5165,8
6705,162,19975,10
6706,225,26176,7
6707,201,13162,1
6708,20,8591,3
6709,155,18512,3
6710,19,2050,7
6711,22,29533,8
6712,174,27614,4
6713,227,1784,4
6714,86,21106,5
6715,61,24251,2
6716,128,13491,3
6717,216,27676,3
6718,217,25784,6
6719,43,29405,4
6720,118,18139,9
6721,6,17797,2
6722,167,11600,4
6723,99,23637,10
6724,89,4441,9
6725,102,23596,9
6726,52,327,5
6727,35,15000,3
6728,236,2561,10
6729,226,17253,3
6730,61,13087,5
6731,84,26938,5
6732,133,31794,1
6733,182,6559,3
6734,191,25138,5
6735,186,1603,7
6736,20,10302,5
6737,53,23216,8
6738,157,31258,6
6739,185,15226,7
6740,135,26392,5
6741,105,6092,6
6742,165,5342,6
6743,162,11124,10
6744,21,25757,9
6745,221,17959,1
6746,142,2749,3
6747,102,5510,3
6748,191,4738,8
6749,200,17676,2
6750,116,32007,4
6751,43,4828,9
6752,124,2466,8
6753,10,27317,6
6754,221,10004,2
6755,149,32511,2
6756,90,10616,6
6757,242,4487,3
6758,117,27161,5
6759,192,4316,9
6760,172,4389,7
6761,223,18452,3
6762,156,3752,4
6763,168,16054,7
6764,32,1305,10
6765,161,28704,5
6766,219,19643,3
6767,87,19603,7
6768,177,27294,10
6769,52,747,3
6770,44,10341,9
6771,221,3653,8
6772,161,14754,1
6773,190,27049,10
6774,62,7382,2
6775,61,15187,9
6776,160,15201,5
6777,125,10721,3
6778,175,5726,4
6779,242,21406,4
6780,100,25002,6
6781,48,854,4
6782,175,28065,10
6783,154,27748,8
6784,100,14709,4
6785,94,23593,7
6786,15,21986,4
6787,55,7440,5
6788,13,11000,3
6789,12,31224,9
6790,247,23236,10
6791,171,21350,9
6792,92,19242,1
6793,70,14776,10
6794,231,16989,3
6795,32,5629,5
6796,21,14113,3
6797,49,31224,2
6798,57,31914,3
6799,32,480,9
6800,163,28871,6
6801,237,655,2
6802,13,8557,1
6803,199,9412,1
6804,32,24169,1
6805,52,18750,9
6806,7,29420,4
6807,198,5148,6
6808,14,30431,3
6809,67,2855,3
6810,147,17778,7
6811,60,13564,6
6812,11,7187,2
6813,12,7873,1
6814,38,5775,6
6815,94,11366,5
6816,51,2246,5
6817,139,10322,1
6818,230,31592,9
6819,151,28944,7
6820,12,16687,1
6821,207,2921,9
6822,5,25986,5
6823,226,30047,5
6824,241,17311,9
6825,140,17633,3
6826,9,2095,8
6827,150,27413,6
6828,187,14369,5
6829,169,23030,3
6830,97,8811,9
6831,122,6841,4
6832,121,2065,10
6833,230,32247,4
6834,149,19260,8
6835,220,20785,10
6836,50,27901,8
6837,89,23030,10
6838,90,673,2
6839,241,27068,7
6840,109,25093,1
6841,103,3263,3
6842,174,19413,7
6843,101,29795,6
6844,64,5984,8
6845,205,18646,5
6846,206,16548,4
6847,151,9018,8
6848,98,19975,10
6849,167,2575,7
6850,23,5471,5
6851,74,26567,9
6852,241,15872,1
6853,101,15339,7
6854,177,16863,5
6855,90,16588,1
6856,114,2076,4
6857,17,4457,2
6858,197,2578,5
6859,229,15480,1
6860,71,7901,4
6861,43,28491,10
6862,21,22990,2
6863,65,373,3
6864,56,30762,3
6865,91,27557,10
6866,191,538,2
6867,191,24704,9
6868,213,4539,1
6869,44,9638,9
6870,181,7067,4
6871,58,30924,9
6872,47,22427,9
6873,139,21690,3
6874,219,3263,10
6875,170,24841,8
6876,49,7963,8
6877,27,17797,7
6878,44,26027,2
6879,113,13087,1
6880,97,13162,2
6881,156,18526,7
6882,99,3218,5
6883,20,23317,10
6884,93,16279,1
6885,183,5041,10
6886,226,7462,2
6887,8,3845,5
6888,199,28907,6
6889,232,1615,6
6890,126,21690,6
6891,157,28680,9
6892,148,6342,1
6893,188,23317,6
6894,6,9270,6
6895,109,22005,1
6896,81,9836,5
6897,211,10050,2
6898,22,26703,7
6899,3,15491,10
6900,125,32001,7
6901,111,21357,5
6902,200,12906,3
6903,180,12572,9
6904,125,25413,10
6905,31,3311,3
6906,204,18021,9
6907,26,3895,9
6908,54,25837,4
6909,186,952,8
6910,36,27317,2
6911,201,17128,6
6912,237,24267,3
6913,59,2666,9
6914,67,7891,8
6915,98,15539,10
6916,45,8879,5
6917,196,29395,4
6918,40,5119,4
6919,242,22005,10
6920,80,25126,5
6921,217,29801,4
6922,183,14649,10
6923,114,19286,9
6924,16,2855,10
6925,89,30954,8
6926,96,4441,1
6927,28,27413,8
6928,22,9404,9
6929,191,6719,3
6930,120,26190,4
6931,71,2721,5
6932,108,5775,9
6933,132,19472,9
6934,205,11124,7
6935,181,15524,1
6936,86,23236,4
6937,189,28018,1
6938,201,10721,8
6939,17,17431,5
6940,67,28907,6
6941,78,351,5
6942,226,14405,10
6943,215,4098,9
6944,205,26703,3
6945,95,25371,3
6946,156,10302,4
6947,54,747,7
6948,81,26100,5
6949,241,21338,2
6950,226,20081,4
6951,185,10830,3
6952,33,9270,5
6953,28,26119,6
6954,17,18875,1
6955,45,18121,6
6956,66,25566,7
6957,174,7967,2
6958,221,4387,2
6959,7,18675,9
6960,8,19403,9
6961,188,13415,4
6962,157,16821,5
6963,228,32024,1
6964,183,2518,8
6965,161,27446,3
6966,127,18420,10
6967,73,2131,6
6968,112,32024,7
6969,39,30127,10
6970,79,17200,9
6971,173,28890,7
6972,210,1926,5
6973,208,10616,6
6974,149,23864,3
6975,214,27312,10
6976,27,2753,6
6977,206,24828,10
6978,214,24544,2
6979,99,2841,5
6980,68,25159,6
6981,52,3770,2
6982,51,1231,7
6983,82,28291,5
6984,1,3666,2
6985,179,13365,4
6986,147,17686,7
6987,92,8591,9
6988,131,18719,2
6989,118,15524,8
6990,26,6310,2
6991,164,9927,3
6992,159,28354,3
6993,59,2666,2
6994,8,4719,3
6995,236,32094,9
6996,89,2466,2
6997,43,5662,4
6998,133,14301,2
6999,207,23507,4
7000,15,20167,7
7001,99,27103,6
7002,18,31794,8
7003,90,27977,10
7004,17,25986,3
7005,53,3653,6
7006,195,21896,8
7007,230,12512,5
7008,172,31772,5
7009,159,30294,3
7010,205,9070,2
7011,70,15994,1
7012,172,13300,7
7013,129,3550,6
7014,80,9313,8
7015,103,8681,4
7016,194,5411,5
7017,104,16587,9
7018,62,31610,8
7019,124,19019,1
7020,53,20798,3
7021,14,1697,9
7022,104,14675,1
7023,104,27286,1
7024,152,11583,9
7025,96,4141,2
7026,77,1120,10
7027,145,30817,5
7028,172,2066,2
7029,84,26455,6
7030,154,16040,10
7031,2,20596,3
7032,64,16548,6
7033,19,23346,1
7034,216,17676,10
7035,170,15851,2
7036,166,1758,7
7037,238,2351,1
7038,93,6559,9
7039,189,5408,5
7040,248,29537,3
7041,164,16588,4
7042,168,16259,2
7043,69,6430,4
7044,197,10153,4
7045,107,30637,9
7046,95,17253,9
7047,208,17678,1
7048,9,3151,8
7049,145,22876,3
7050,191,19401,4
7051,32,24104,9
7052,227,30803,8
7053,104,16989,6
7054,91,10874,4
7055,15,10158,7
7056,106,1231,5
7057,162,10535,6
7058,84,24475,10
7059,194,15897,5
7060,248,7919,8
7061,110,777,5
7062,130,2466,9
7063,10,20312,6
7064,16,23485,9
7065,99,5028,6
7066,114,15726,5
7067,116,31809,1
7068,180,5388,3
7069,190,21677,2
7070,236,5726,6
7071,182,21214,7
7072,100,4600,1
7073,49,17999,3
7074,11,26960,4
7075,230,10302,6
7076,241,19589,8
7077,100,28871,9
7078,45,5408,1
7079,64,6650,4
7080,200,23637,9
7081,91,28825,9
7082,12,23030,5
7083,191,12268,10
7084,156,2131,3
7085,145,1681,1
7086,223,30721,8
7087,121,20670,1
7088,88,23525,3
7089,153,28523,10
7090,133,6657,5
7091,47,22086,8
7092,153,14301,7
7093,132,18757,9
7094,56,27415,8
7095,225,5148,6
7096,170,9837,6
7097,115,18939,7
7098,246,9828,8
7099,179,30516,10
7100,30,10589,6
7101,124,4141,4
7102,160,10589,2
7103,65,22844,4
7104,12,4977,7
7105,105,21720,10
7106,242,10502,1
7107,11,10153,10
7108,50,29906,1
7109,247,17959,9
7110,35,22528,2
